Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Northbridge (WA)","Aberdeen St & William St, Northbridge","Poorly timed traffic light system",0,"The walk light across William Street is green at the same time as the West Bound traffic on Aberdeen Street.  The West Bound traffic turning South on to William is directed green to go, but people are crossing at the same time.  You have to take care to remember this and not turn South onto William Street unless you are sure there are no pedestrians crossing.  Both their green light and Aberdeen green light stay on together creating confusion and a potential hazard / accident.  ",115.8604216576,-31.9472827328
"Morley","Wellington Rd, Morley","Other",0,"It is dangerous when passing through the lights to turn into Coventry Village as the road immediately turns from a 2lane road to one, very dangerous as people really don�۪t seem to understand how to merge, especially in such a short space after the lights",115.8957999945,-31.8933815666
"Baldivis","Serpentine Rd & Young Rd, Baldivis","Poor road markings or no edge-lines",0,"approach to serpentine rd from young rd day and night no signage or road markings indicating end of road the speed is 80/70 along young rd this leads to serpentine rd that is 100 totally fatal and the end of the road narrows toward the end assuming that everyone is going slow which at those speeds there not it could work. turning in to young from serpentine because of narrow entry tight corners  have to crawl round coming off a speed of 100 with single lane traffic",115.8394253254,-32.3555306074
"Chittering","5079-5079 Great Northern Hwy, Chittering","Poor road surface quality",0,"",116.0549354553,-31.461687849
"Beaconsfield (WA)","229-229 South St, White Gum Valley","Unsafe or poor pedestrian crossing",0,"The stretch of road from Hampton Rd to Carrington St has no calming type impediment to vehicle traffic. The road is single lane and busy - buses, cars and frequent emergency vehicles.  As a bus user, it feels hazardous crossing the road, especially around the area noted, where there is also a child care centre.  ",115.7749128342,-32.0633327757
"Embleton","53 & Drake St, Embleton","Little chance to turn/cross traffic",0,"Plenty of accidents, near misses, people taking close chances, people speeding, people not signaling correctly. A dangerous cross roads only stop sign but needs more!!",115.9016150236,-31.9071535453
"Victoria Rock","94, Victoria Rock","Poor road surface quality",1,"",120.3614044189,-31.1947417187
"Carabooda","Old Yanchep Rd, Carabooda","Poor road surface quality",0,"poor condition dangerous , narrow and blind corners ,there has been several accidents in the past few years , to winedy limited veiw  and narrow at the Wanneroo rd Yanchep national park road end ",115.7366752625,-31.5916231938
"Midland","205-211 Great Eastern Hwy, Midland","Little chance to turn/cross traffic",1,"Vehicles enter heavy traffic on GEH from the left side roads and move directly to the right lane and indicate to turn right into Bunnings. Causes a lot of near rear enders.",116.0163867474,-31.8923203465
"Beechboro","3 & Altone Rd, Beechboro","Little chance to turn/cross traffic",0,"People take to many chances here as there isn�۪t a lot of time to turn right on Reid hwy going towards midland.  I have seen near misses, people speeding to the corner and around the corner to get the green light, heard of a few accidents here.  This has been a problem since the road works have been happening on Reid hwy. ",115.945469141,-31.8619223591
"Perth Airport","Dunreath Dr, Perth Airport","Confusing layout",0,"Lane added in the middle of the roundabout causes issues with many people getting confused about where to drive. Lots of near misses",115.9516865015,-31.9338354419
"Kallaroo","Alicia St, Kallaroo","Vehicles travel over the speed limit",1,"A lot of drivers seam ignorant of roundabout rules & traffic traveling along Dampier Ave think they have right of way regardless",115.746408999,-31.7929807088
"Unknown","7, Shelley","Narrow road, lanes or bridges",1,"Leach Hwy having to go from 3 lanes to 2 lanes to cross Shelley bridge in both directions  I have observed on many occasions during the rush hour period in the morning and evening many vehicles being driven aggressively resulting in many near misses and with so many large trucks using Leach Hwy there will be one day a serious accident.",115.901362896,-32.0237045912
"Norseman","94, Norseman","Poor road surface quality",0,"Road carries a large amount of roadtrain traffic on numerous occassions oncomining roadtrains  have almost forced me off the road due to their trailer sway also they themselves drive on shoulder in some parts flicking up stones resulting in window damage",121.6859436035,-32.0872287083
"Landsdale","43-43 Abbotswood Dr, Landsdale","Vehicles travel over the speed limit",0,"As I live in that street the speed of traffic has not slowed down even with the road treatments that have been placed there. It is designated as a 50kph road but cars do not slow down even going over the speed humps.  It is dangerous trying to get into the driveway with cars flying down behind you.",115.8634901047,-31.8121196167
"Bruce Rock","Yarding North Rd & Yerapin Boundary Rd, Daadenning Creek","Tight curves or blind crests",0,"It�۪s a blind hairpin intersection. When approaching from the east you go through a very tight s bend which is as blind as they come then get to this terrible intersection.  The roads around the area need a lot of attention as well ",117.9254436493,-31.8288572116
"Gidgegannup","1648-1648 Toodyay Rd, Gidgegannup","Poor road surface quality",0,"SHOCKING road surface - and Unacceptable Road Surface - considering the road was supposed to be upgraded (Jan to Jun 2018),.",116.1552661657,-31.8152080042
"Wilson","166-172 Fern Rd, Wilson","Narrow road, lanes or bridges",0,"Due to the Shelly bridge being only 2 lanes and Leach Hwy being 3 lanes  drivers rather than having to wait during rush hour at this bottle neck turn down Bungaree Road at the intersection of Leach Hwy and then turn into Fern Rd through to Riley Rd to get to High Rd rather than travel further up Leach Hwy to Varland Rd. This happens in both directions during rush hours. There have been several vehicles which have left Fern Rd and gone through walls and houses. It�۪s a ���rat run�۪.",115.9073710442,-32.0244322856
"Capel","1441-1441 Bussell Hwy, Capel","Lacks overtaking opportunities",2,"Too much traffic in single lanes before dual carriageway. Lots of large trucks, buses, caravans and cars local and tourists. Congested and impatient going from dual carriageway to single for all commercial vehicles entering and waiting for dual carriageway. Significant delay issues to whole of lower SW whenever traffic accident occurs particularly with log & animal carrying trucks",115.5439639091,-33.5594205536
"Swan View","Morrison Rd, Swan View","Vegetation/objects block visibility",0,"Blind spots for traffic on Morrison Road from vehicles entering roundabout from Talbot Road, leaving very little reaction time.",116.0522317886,-31.8859391043
"Jurien Bay","Indian Ocean Dr, Jurien Bay","Speed limit too high",2,"Danderous overtaking",115.0744867494,-30.3865623635
"Wanneroo","Elliot Rd & Wanneroo Rd, Wanneroo","Little chance to turn/cross traffic",0,"2 crashes",115.8087730408,-31.7626184008
"Wubin","498-498 Syme Rd, Wubin","Other",0,"Manuel road carries the most traffic, vehicles including loaded grain trucks travelling South have a short section of visibility after coming over a hill. Syme road is much less used, the angle of the intersection would allow Syme road to be aligned at right angles to Manuel road in both directions creating a stop situation for Syme road traffic. There is space for this, half a day with a grader would do it. I suggested this to our past Shire Councillor some time ago.",116.6728815436,-30.0569484801
"Mullaloo","71 & 84, Mullaloo","Other",0,"Marmion ave & Ocean reef rd intersection. Lots of cars early in the morn run the red light. I think a red light/ speed camera would help. I see this pretty much every single morning",115.7516781252,-31.7705770782
"Ravenswood (WA)","South Yunderup Rd, Ravenswood","Tight curves or blind crests",0,"vehicles frequently approach bend too fast and cross the centre line. Vehicles approaching from the opposite direction are unsighted.",115.8220902085,-32.5922698417
"Carine","Beach Rd & Duffy Rd, Carine","Confusing layout",0,"Car making u turns at right hand turn into Duffy road cutting off car turning out of Duffy Road.",115.7945251465,-31.8460656913
"San Remo (WA)","1 & Ronsard Dr, San Remo","Little chance to turn/cross traffic",1,"vehicles travelling north @ 80 plus - speed limit should be lower - turning right against traffic is difficult",115.7478547096,-32.4905787223
"Coogee (WA)","12 & Powell Rd, Coogee","Little chance to turn/cross traffic",0,"There is a large volume of traffic turning out of Powell road, with heavy and fast moving traffic coming from both sides on Cockburn Rd, there is  also a virtual blind downhill curve on the left as you try to exit Powell Rd, children are also attempting to cross at this point by foot or bicycle.",115.764991343,-32.1115114286
"Yanchep","Capricorn Espl, Yanchep","Other",0,"Approach from Two Rocks over crest at old speed limit of 90 is to fast speed limit is now 60 but not enough signage to show chang of speed limit.",115.6247895956,-31.5348535902
"Bailup","450-900 Squarcini Clos, Bailup","Distraction issues",0,"The condition of the road is nothing short of shocking for a main road--pot holed--broken surface--rough and uneven make it it difficult to maintain vehicle control.",116.2875366211,-31.7153176355
"Sawyers Valley","655-655 Fagan St, Sawyers Valley","Poor road surface quality",0,"The condition of the road is nothing short of shocking for a main road--pot holed--broken surface--rough and uneven make it it difficult to maintain vehicle control. Considering it was only constructed a few years back, its obvious the materials used were inferior and cheap for the road to have broken down so badly so soon.",116.25011444090003,-31.889218598800014
"Gorrie","94, Chidlow","Poor road surface quality",0,"The condition of the road is nothing short of shocking for a main road--pot holed--broken surface--rough and uneven make it it difficult to maintain vehicle control. ",116.2790393829,-31.880691670200004
"Bailup","3591-3591 Toodyay Rd, Bailup","Poor road surface quality",0,"The condition of the road is nothing short of shocking for a main road--pot holed--broken surface--rough and uneven make it it difficult to maintain vehicle control.",116.291077137,-31.712835138400006
"Jacup","26133-26133 South Coast Hwy, Jacup","Poor road surface quality",0,"Parts of the South Coastal Highway between Jerramungup and Esperance are in atrocious condition considering this area has high traffic volumes at times. There is also a substantial amount of semi trailers that use the road so it needs to be nominated for works as soon as possible.",119.2785644531,-33.8247936183
"Unknown","Geraldton","Lacks overtaking opportunities",0,"frequent high speed head on crashes and unsafe overtaking",114.9938964844,-30.1166215828
"Perth Airport","Morrison St & Parkview Pde, Redcliffe","Tight curves or blind crests",0,"Coming up from Sanderson St to turn right or left to Collier road is dangerous. It is on the top of the crest.  You can see the cars coming from the left from far but on the right seeing car coming up have to be careful as it is on the crest and visibility is poor  when they are near the crest cars can be visible.",115.9497070312,-31.9416746232
"Armadale (WA)","Armadale Rd & Tait St, Armadale","Little chance to turn/cross traffic",0,"No give way sign for traffic turning left from Armadale road to tait street. Speed limit is 80 combined with trucks makes this intersection prone to accidents. Recently a car went into a brick fence at this intersection.",116.0028466236,-32.1469000351
"Ravensthorpe","Old Newdegate Rd, Ravensthorpe","Poor road surface quality",0,"",120.0110650063,-33.5492993393
"Myalup","1, Myalup","Poor road surface quality",0,"Forrest Hwy Southbound.The section of road south of Myalup has a poor road surface and the road camber leans to one side.",115.7239723206,-32.9571131946
"Bellevue (WA)","3, Bellevue","Little chance to turn/cross traffic",0,"When entering Roe Highway from the Rason Parade on ramp, cars exceeds the speed limit of 60kph by about 40kph in preparation for the 100kph limit about half way up it. This results in cars travelling far too closely behind those attempting to obey the limits. When attempting to merge, these same cars, frustrated by being held up, although now travelling at 100kph, cut across the solid white lines and ghost island, preventing the cars in front from safely joining.",116.0215580463,-31.9020166196
"Wembley Downs","The Boulevard, Wembley Downs","Unsafe or poor pedestrian crossing",0,"At peak times it is incredibly dangerous for pedestrians and cyclists to cross this roundabout, specifically those using the shared path along the northern side of the Boulevard, bordering Wembley Golf Course. ",115.7887476683,-31.9326608729
"Kwinana Beach","Thomas Rd, Medina","Narrow road, lanes or bridges",0,"Thomas Road has extremely high volume of trucks and vehicles in places road too narrow",115.7931518555,-32.2263798298
"Perth (WA)","2, Perth","Confusing layout",1,"Needs traffic light when merging with traffic on the Kwinana Freeway",115.8494782448,-31.9564953127
"Kelmscott","Solent Rd & Streich Ave, Armadale","Poor road surface quality",0,"Traffic backs up for hundreds of metres when the boom gates are down. Drivers become impatient when trying to cross from stretch to turn right onto railway. The crossing surface is full of very deep potholes and they return within a week of being filled in. There is no safe cycle cross over",116.0105609894,-32.1332483797
"Kalamunda","14 Canning Rd, Kalamunda","Narrow road, lanes or bridges",0,"cyclists in multiple pairs occupy road where  breaking the road rules is dangerous for emergency vehicles and frustrated drivers",116.056137085,-31.9719689105
"Munster","30 Beckett Cl, Munster","Narrow road, lanes or bridges",0,"too much traffic no enough lanes",115.7868003845,-32.1277970235
"Hillman","1 & 22, Rockingham","Other",0,"The intersection of Ennis Ave and Dixon  Road needs a left turning lane off Ennis onto Dixon when travelling north along Ennis and you are going west along Dixon.",115.7604503632,-32.2774816786
"Muchea","3925-3925 Great Northern Hwy, Muchea","Poor road surface quality",1,"large pot holes uneven surface",115.99983215330005,-31.54518621840001
"Bullsbrook","1763-1763 Great Northern Hwy, Bullsbrook","Other",0,"I had a mva in this area 31/01/2018 due to falling asleep at the wheel at 100kph and have since noticed the road noise changes in that area. There are also death crosses in the vicicnity and wonder if same thing happened to them",116.0348510742,-31.7410148751
"Centennial Park (WA)","3, Mount Melville","Confusing layout",1,"Multiple times when accidents nearly happen. Poor indication of vehicles crossing lanes or turning.",117.8656679392,-35.0033856822
"Teesdale (WA)","1720-1720 Pinjarra-Williams Rd, Teesdale","Tight curves or blind crests",0,"Cars overtake on double white lines at 100k or more. Visibility restricted because of curves and crests.",116.0055828094,-32.7147996743
"Bull Creek (WA)","Benningfield Rd & Henry Bull Dr, Bull Creek","Little chance to turn/cross traffic",0,"As there are 2 main roads at either end of Benningfield Road (South Street and Parry Avenue) with traffic feeding in to Benningfield Rd. plus outflow from the Bull Creek Shopping Centre. Vehicles exiting from Henry Bull Drive can be held up for a number of minutes trying to turn right heading toward Parry Avenue. This is due to the slow 50K speed limit and the slow spacing of joining traffic flow from both sides and the shopping centre/Shell Garage in flow.",115.8576107025,-32.0610369464
"West Perth","61 & Cambridge St, West Perth","Poorly timed traffic light system",0,"Buses and cars coming out of Cambridge St will constantly stop in the intersection while turning on to Loftus St. They block up 3 lanes of traffic, preventing the Loftus St traffic to move forward. I think there should be an underpass as many of these vehicles are trying to get into West Perth and the city.",115.8436632156,-31.9419340969
"Wagerup","Johnston Rd, Wagerup","Tight curves or blind crests",0,"After leaving the town site, the western section of road has a very large number of tight/blind bends and blind crests. Sections of the road have been widened for trucks but the danger from the tight/blind bends & crests HAS NOT BEEN ADDRESSED!  The bridge (east side Yarloop) is 1 car wide. Many times 2 vehicles approaching bridge don't realize it's 1 car wide & many times neither slows to allow the other to cross bridge 1st, resulting in both slamming on brakes to avoid a crash on the  bridge. ",115.7750844955,-32.9208443699
"Midvale","Farrall Rd, Midvale","Poor road surface quality",0,"Constantly used by cyclists creating narrow vehicle lanes due to 1m rule. Uneven surface between rail line and new estate. Sudden change of direction near new estate without edges marked.",116.0332202911,-31.8756990422
"Claremont (WA)","266 Stirling Hwy, Claremont","Other",0,"Frequent lane changing required by all vehicles and extremely dangerous road for cyclists",115.7847619057,-31.9824530662
"Unknown","Indian Ocean Drive","Tight curves or blind crests",0,"",115.0103759766,-30.5244132699
"Cannington","1418 Albany Hwy, Cannington","Other",0,"Access point for entry to Carousel Shopping Centre.   Heavy build up of traffic because of the access layout and exit layout.   None of this is help by the fact that there are boom gates and speed humps immediately inside the shopping centre and this slows traffic flow down considerbly.      Poor raod access design at the time of the expansion of Carousel shopping Centre",115.9400135279,-32.0229177652
"Merriwa (WA)","Marmion Ave, Merriwa","Confusing layout",0,"Coming from North of Marmion and turning into Anchorage Drive cars have to go from inner lane to outer lane whilst being  on roundabout. Confusing to drivers, as no other roundabout has this.",115.7119345665,-31.6763338496
"Palmyra (WA)","7, Palmyra","Other",0,"High street/Leach highway - the stretch between Stirling highway and Kwinana Freeway.The high volume of heavy vehicles/trucks using this section of road is of hgh concern due to the number of traffic light stops. I frequently see trucks running red lights along this stretch of road, making it extremely dangerous for local residents using this road. Safety on Leach highway has been neglected since the govt. deleted the Roe8/Roe8A scheme. I always have to check no trucks have run red lights.",115.7834208012,-32.0503344395
"Mount Nasura","30, Mount Nasura","Little chance to turn/cross traffic",0,"When exiting the hospital and turning right onto Albany highway, visibility is lost as oncoming traffic come up the brow of a hill. It is therefore, very hard to know if you have enough time to cross. ",116.0180202127,-32.1334346286
"Stirling (WA)","2, Stirling","Little chance to turn/cross traffic",0,"At busy times, vehicles crossing each other on the joint on/off ramp of the freeway is dangerous. ",115.8015310764,-31.8856885825
"Kalamunda","Stanhope Rd, Kalamunda","Tight curves or blind crests",0,"Fast movement of traffic in spite of road warning signs close to intersection",116.0700631142,-31.9840729071
"Currambine","1-5 Nashville Loop, Currambine","Tight curves or blind crests",0,"Trying to enter the roundabout from Nashville loop down a sharp kerb, with only a short distance of view to the right and motorists from the right speeding. Have had a few narrow escapes as they don't take vehicles joining the roundabout round a blind bend into consideration. Needs a warning sign or reduce speed sign.",115.7397437096,-31.7366967587
"Chidlow","94 & Doconing Rd, The Lakes","Lacks overtaking opportunities",0,"",116.3018703461,-31.861958808
"Innaloo","10-22 La Grange St, Innaloo","Other",0,"The street and the continuing Windell st have many plants on the street (at sides as well as in the middle), and they are not fenced or kerbed up. I supposed they wanted to make slow down points but they never finish them, making them confusing",115.7969927788,-31.8952671378
"Hammond Park","415-429 Wattleup Rd, Wattleup","Speed limit too high",2,"Speed limit is 80km per hour. In the recent years, significant development along this road, with 4 new roads (leading to new development estates). The speed limit needs to be reduced to cater for the new developments and to ensure the safety of the increased number of residents that need to access this road. ",115.8392965794,-32.1772289
"Burswood","8, Rivervale","Other",0,"As vehicles merge into the Graham Farmer freeway from the Great Eastern Highway the speed limit is too high for the camber of the road, I've seen many cars almost lose control and veer into the next lane.",115.9022024274,-31.9572690545
"Meadow Springs","1 & Catalina Dr, Lakelands","Area requires lights/roundabout",0,"They have installed two new controled  traffic signals in the north on Mandurah Rd and forgot about the main road into lakelands which leads to two shools",115.7576920984,-32.4768122862
"Marangaroo","30-42 Orion Way, Marangaroo","Vehicles travel over the speed limit",0,"Vehicles travel over 50km/hr on this school link road which is used as a rat race through the suburb.",115.8451867104,-31.82986447
"Joondalup","Lakeside Dr, Joondalup","Confusing layout",0,"Lanes merge across the intersection, with poor line marking and poor driver behaviour",115.7747519016,-31.7563764303
"Joondalup","85 & Lakeside Dr, Joondalup","Little chance to turn/cross traffic",0,"High traffic volume make it hard to turn north out of Lakeside Drive or east off of Joondalup Drive",115.7687973976,-31.731392933
"Joondalup","Boas Ave & Grand Blvd, Joondalup","Unsafe or poor pedestrian crossing",0,"Short crossing times for pedestrians and no safe refuge when crossing east-west, you have to wait in the road. No universal access crossings",115.7699775696,-31.7431202545
"Dianella","Farrier Rd & Yirrigan Dr, Dianella","Little chance to turn/cross traffic",0,"The crossing to the west out of the shops is very hard to turn west out of as well as Farrier Road. Putting a roundabout here and a roundabout at Farrier could be considered",115.8607542515,-31.8735898489
"Kalamunda","West Ter, Maida Vale","Little chance to turn/cross traffic",0,"Long wait times to cross Kalamunda Road from both West Terrace and Watsonia Road. Very unsafe to cross due to traffic speeding to get up the hill in one direction, and speeding coming down the hill in the other direction. ",116.0317584872,-31.9570869982
"Stratham","1750-1750 Bussell Hwy, Stratham","Lacks overtaking opportunities",0,"High congestion rate especially through the holidays needs double lanes from Capel all the way to Busselton",115.5850982666,-33.4841447261
"Swanbourne","Alfred Rd, Swanbourne","Vehicles travel over the speed limit",0,"Dangerous becuase of too high speed limit and speeding traffic. The weight of the vehicles using this road is too high at all times of the day including early hours of morning - very noisy - and they race down!!!",115.7712221146,-31.970294247
"Applecross","Ardross St & Fraser Rd, Applecross","Poor or no provision for cyclists",0,"Cyclists descend Fraser Road at high speed then turn right onto Ardross St.  Vehicles reversing or exiting the parking areas on Ardross street pose a hazard",115.8322906494,-32.0066862648
"Wattleup","Dalison Ave & Phillips Rd, Wattleup","Confusing layout",0,"typical w.a drivers too much rush refuse to allow merging needs policing and heavily use of mobile phone in this area",115.8068847656,-32.1709628364
"Attadale","Burke Dr, Attadale","Vegetation/objects block visibility",0,"Cars entering Burke Drive at an acute angle cannot view cyclists descending Carroll Drive adequately.  Intersection should be reshaped to ensure right angle approach.",115.7938331366,-32.0149013052
"Canning Vale","Bannister Rd, Canning Vale","Confusing layout",0,"lack of driver to allow merging lack of speed camera control too many drivers using mobile phones lack of common road courtesy needs policing for real",115.9338766336,-32.0579659006
"Gooseberry Hill","Ridge Hill Rd, Gooseberry Hill","Vehicles travel over the speed limit",0,"Cars coming fast out of the ZigZag onto Ridge Hill Rd",116.0433617234,-31.9378916872
"Australind","Paris Rd & Pearce Rd, Australind","Confusing layout",0,"Entering from Pearce Rd to Paris Rd it is difficult to tell if it is dual carriage way due to parallel road beyond median. At night the intersection has poor visibility as well",115.7220840454,-33.2779110329
"Burswood","1 & 30, Burswood","Lacks overtaking opportunities",0,"Causeway E has 2 lanes Canning Hwy STOPed by 6 cars at  Lights..Canning and Gt Eastern need 50% E-W.-  Albany Hwy, from City to Albany need 50%..  Riverside Drive to Canning Hwy onramp has AMPLE time get Albany Hwy Traffic into Right Lane,/  Gt Eastern and Canning Hwy into  Left Lane.  Marking the Right Lane of Shepparton Rd from Bus Stn to Asquith as BUS LANE  will allow Right Causeway lane to EXPAND 100% into 2 lanes till Asquith - then 3rd lane as  a 200m Right turning pocket to Twickenham St",115.8890461922,-31.9680370434
"Kentdale","3918-3936 South Coast Hwy, Kentdale","Narrow road, lanes or bridges",0,"Issues along this whole section from Walpole to Denmark. Especially if buses or large vehicles are using same road. Very narrow road so inadequate passing space especially with semi trucks. or large utes and trailers",117.0888519287,-34.9793772355
"East Victoria Park","30 & Albany Hwy, St James","Unsafe or poor pedestrian crossing",0,"0092/1200  Albany Highway, Shepparton Road, Welshpool Road. This intersection has INCOMPLETE Walk Lights..  I watched as a woman with child in pram and one beside Waited for lights, realised she was Confused, and returned from whence she came..  Intersection is between Local Shops and Welshpool Railway Station..She would have been encouraging her children to Use Public Transport.. I did not need to drive till I turned 30!",115.9127140045,-31.9935183755
"Bassendean (WA)","Collier Rd & Iolanthe St, Bassendean","Little chance to turn/cross traffic",0,"I think a roundabout would be a good idea at this  intersection .",115.9414243698,-31.9058420171
"Kalamunda","25 Kalamunda Rd, Kalamunda","Vegetation/objects block visibility",0," Despite requests to local Council, no action has been taken to improve visibility for vehicles on Boonooloo  Rd wanting to enter roundabout.  Driver approaching Kalamunda on Kalamunda Rd do not appear to observe vehicles on their right (Boonooloo Road) who have right of way. At  peak times it is hazardous to attempt to cross to Elizabeth Street. Vehicles coming FROM  Kalamunda on Kalamunda Rd will not give way to traffic already on the roundabout and indicating wishing to enter Boonooloo Rd. ",116.0531678796,-31.9687606288
"Lathlain","1 & Griffiths St, Lathlain","Little chance to turn/cross traffic",0,"Coming out from Burrendah Blvd to Vahland Ave, bend in road from South street, needs lights",115.9023284912,-31.9626486557
"Burswood","Goodwood Pde & Griffiths St, Burswood","Tight curves or blind crests",0,"If turning right on to Goodwood Parade it is extremely difficult to see traffic.",115.9004294872,-31.9588165186
"Jolimont","Hart Ln & Salvado Rd, Jolimont","Vegetation/objects block visibility",0,"Turning right from Bishop Street is very dangerous. Vehicles parked in the roadside bays on Salvardo block vision. Vehicles turning right from Salvardo into Bishop cut the corner. This is especially dangerous for seniors that reside at the retirement home in Bishop St.",115.812155434,-31.9420545124
"Subiaco","Heytesbury Rd & Rokeby Rd, Subiaco","Speed limit too high",0,"Speeding traffic on Rokeby Road and Cars ""rat running"" down Heytesbury Road combined with a lot of pedestrian traffic seeking access to the very popular cafe strip at this end Rokeby. Council have suggested suitable changes but no action taken on implementation",115.8239006996,-31.9544835534
"Helena Valley","3, Helena Valley","Little chance to turn/cross traffic",0,"trucks and impatient traffic here blocks drivers from changing lanes, bend blocks view of blocked lanes ahead and lanes seem narrow, concrete wall on median strip is intimidating.",116.0172557831,-31.9065159992
"Baldivis","22, Baldivis","Speed limit too high",0,"",115.846554637,-32.2941570468
"Capel","Bussell Hwy, Capel","Lacks overtaking opportunities",1,"Huge traffic volumes, heading south, confusion as to whether it is single lane or dual.The road quality is poor in sections very rough due to high traffic, major truck route and the road was constructed over wetlands causing the subsidence. It needs frequent resurfacing",115.5291366577,-33.5714714773
"Lesmurdie","1 Kaolunga Way, Lesmurdie","Vegetation/objects block visibility",1,"Hedge outside of boundary blocks vision of drivers travelling east from Kaolunga Way as their view left along Fletcher Road is completely blocked. Although the corner has a boundary truncation, it is useless to provide sight being overgrown by shrubbery.",116.0578402877,-31.9918441052
"Lesmurdie","2 Fletcher Rd, Lesmurdie","Vegetation/objects block visibility",1,"Vehicles parked on the verge on the south side of Lesmurdie Road, east of Fletcher Road, block sight of vehicles driving north in Fletcher Road entering Lesmurdie Road. Traffic is reasonably heavy driving west down Lesmurdie Road and it is a hazard turning left or right onto Lesmurdie Road from Fletcher Road.",116.057920754,-31.991216246
"Jandakot","Karel Ave, Leeming","Narrow road, lanes or bridges",0,"extra lanes required to enable traffic travelling northwards through the roundabout to pass vehicles backed up at the roundabout that are waiting to turn onto Roe Highway",115.8640158176,-32.0854288898
"Clarkson","Tebb Mews & Willoughby Rtt, Clarkson","Little chance to turn/cross traffic",0,"Extremely busy roundabout at peak times.  Drivers do not use indicators.  Confusing layout.  Dangerous.",115.7204318047,-31.6735992124
"Riverton (WA)","Riley Rd & Riverton Dr E, Riverton","Tight curves or blind crests",1,"Cars fly around this corner have seen many accidents here including smashing into fences and a house. One car slammed into the kerb and broke his axle. Many dents on the barrier that is there now. This is a very busy ��� local traffic�۝ only road.",115.9030795097,-32.0320909185
"Lancelin","Henny Paas","Narrow road, lanes or bridges",0,"Major accidents frequently on great ocean road with fatalities",115.3749847412,-31.044698226
"Winthrop","1, Winthrop","Vehicles travel over the speed limit",0,"Heavy trucks travelling over speed limit and running traffic lights on orange and into red.  Many poor standard looking trucks. Leach Hwy from Fwy to Stirling Bridge",115.8377838135,-32.0461694893
"Gidgegannup","9175-9175 Lilydale Rd, Gidgegannup","Tight curves or blind crests",0,"Quite a tight corner for 80km/hr speed limit. Edges of road could do with widening/redoing a little and potentially make this specific bend a lower speed limit like a similar bend further down the same road.",116.2387794256,-31.7862870823
"West Leederville","2, West Leederville","Other",0,"Roads are not the problem, the people using them are. The issue in Perth is training people to drive properly, not the roads. The roads are huge, in good condition and conditions are mostly excellent. We don't need wider roads, more stop signs, more cameras, more easy fix solutions we need to educate people to drive better. The driving test here doesn't even include the requirement to prove you can stop the car effectively in an emergency! Police don't have the resources to enforce and educate.",115.8431858257,-31.9413296585
"High Wycombe","Abernethy Rd & Grogan Rd, High Wycombe","Other",4,"There is no feeder lane for vehicles turning right into Grogan Rd , constant rear end crashes here .  power pole needs moving to allow feeder lane to be made to allow us to safely turn into Grogan. And wait in que to turn .  ",115.9884247184,-31.9509651446
"Perth Airport","Abernethy Rd, Hazelmere","Narrow road, lanes or bridges",0,"Road rage here all day every day ,  Two lanes entering  roundabout that go into single lane immediately as you exit .   (dont ask me  why , im not a road engineer ! ) ",115.9993895888,-31.9211146977
"Wilbinga","625-625 Indian Ocean Dr, Wilbinga","Other",0,"Too many accidents along Indian Ocean drive. Speed limits are confusing. Overtaking on double white lines. Fatigue.",115.6489562988,-31.4052238776
"Hazelmere","3 & 94, Hazelmere","Other",0,"Traffic turning right off roe into bypass fills the turning feeder lanes . Right hand lane of Roe then banks up toward midland even on top of bridge . i have seen rear end crashes (dozens) and idiots making a third lane when turning right at lights cutting off the left feeder turning traffic . this twin feeder lane needs to be made as far back as possible to the overpass bridge . Camera to catch the idiots cutting off the two lanes of turning traffic .",116.0147720575,-31.9159056962
"Noranda","Bramwell Rd & Camboon Rd, Noranda","Little chance to turn/cross traffic",0,"Very hard to cross the road at school times and peak periods.",115.8886921406,-31.8741592903
"Ellenbrook","Main St & The Promenade, Ellenbrook","Poorly timed traffic light system",1,"When travelling from either Main ST or The Broadway & wanting to turn right, difficult to see oncoming traffic when traffic is queing in the opposite direction.",115.9684127569,-31.7802838369
"Joondalup","Pontiac Way & Shenton Ave, Joondalup","Other",1,"Travelling East along Shenton and trying to turn right into Pontiac way provides insufficient opportunity. Regularly you are waiting with no traffic coming along Shenton from the East. Making a flashing Amber or removing the red arrow would allow traffic to keep flowing.",115.7609653473,-31.7389071667
"Ravenswood (WA)","Paterson Rd, Ravenswood","Narrow road, lanes or bridges",0,"At lest once Amonth  you see a recked car in some poor farmers paddock ",115.8662796021,-32.5721867573
"Joondalup","2, Joondalup","Other",0,"This is a comment for all on-ramps. One of the biggest issues with failing to merge effectively onto the Freeway, is that the 100kmh sign is too close to the freeway. It should be at the beginning of the on ramp to allow people to get up to the speed of the freeway, thereby allowing drivers to match the speed of freeway traffic rather than creating massive shunts. On this particular section, it is a large hill and many vehicles struggle to hit 100kmh by the time they are trying to merge.",115.7509660721,-31.7230202548
"Perth Airport","Paltridge Rd, Perth Airport","Vegetation/objects block visibility",0,"Airport carpark sign blocks visibility for vehicles exiting carpark .  about 4 near misses here with cars pulling out on you because sign blocks their vision of on comming .   solution relocate signage or have sign with see through base as in two posts not solid base section.",115.970338583,-31.9556032258
"Southern River","4 & Champion Dr, Champion Lakes","Poorly timed traffic light system",0,"",115.9833951115,-32.1150985813
